# ell, DTT, DTE, DEE
# from class within cobaya (https://cobaya.readthedocs.io/en/latest/) to compare to their plik-lite values
5.730000000000000000e+02 2.453889459787036685e+03 2.207474705546182747e+01 1.254985598120422274e+01
5.740000000000000000e+02 2.446798484383841696e+03 2.274424942038492858e+01 1.277994640582887165e+01
5.750000000000000000e+02 2.439581011138187932e+03 2.338691111708828529e+01 1.301369145814650352e+01
5.760000000000000000e+02 2.432241353672956393e+03 2.400212839898813755e+01 1.325101629190394803e+01
5.770000000000000000e+02 2.424783892988256866e+03 2.458929236535913176e+01 1.349184472643932331e+01
5.780000000000000000e+02 2.417213077758428881e+03 2.514778894388544828e+01 1.373609924054244580e+01
5.790000000000000000e+02 2.409533424629047659e+03 2.567699887321196428e+01 1.398370096631522763e+01
5.800000000000000000e+02 2.401749518513923249e+03 2.617629768549527469e+01 1.423456968303204029e+01
5.810000000000000000e+02 2.393866012892102390e+03 2.664505568895489063e+01 1.448862381100010666e+01
5.820000000000000000e+02 2.385887630104877644e+03 2.708263795042429578e+01 1.474578040541989488e+01
5.830000000000000000e+02 2.377818960928141223e+03 2.748850536188083282e+01 1.500595454015818930e+01
5.840000000000000000e+02 2.369663857186736095e+03 2.786252064910751614e+01 1.526905745460318009e+01
5.850000000000000000e+02 2.361426024553245043e+03 2.820464997314519451e+01 1.553499834838905969e+01
5.860000000000000000e+02 2.353109222125246106e+03 2.851486255625443178e+01 1.580368498095358731e+01
5.870000000000000000e+02 2.344717262651569399e+03 2.879313070009384390e+01 1.607502366518346903e+01
5.880000000000000000e+02 2.336254012758546651e+03 2.903942980389841466e+01 1.634891926105970583e+01
5.890000000000000000e+02 2.327723393176277114e+03 2.925373838265790383e+01 1.662527516930294524e+01
5.900000000000000000e+02 2.319129378964879834e+03 2.943603808529515220e+01 1.690399332501886320e+01
5.910000000000000000e+02 2.310475999740747739e+03 2.958631371284444711e+01 1.718497419134349258e+01
5.920000000000000000e+02 2.301767339902811727e+03 2.970455323662988434e+01 1.746811675308861922e+01
5.930000000000000000e+02 2.293007538858789303e+03 2.979074781644369807e+01 1.775331851038710695e+01
5.940000000000000000e+02 2.284200791251446844e+03 2.984489181872461927e+01 1.804047547233828652e+01
5.950000000000000000e+02 2.275351347184854603e+03 2.986698283473624471e+01 1.832948215065329833e+01
5.960000000000000000e+02 2.266463512450642156e+03 2.985702169874535628e+01 1.862023155330044588e+01
5.970000000000000000e+02 2.257541648754259313e+03 2.981501250620032195e+01 1.891261517815059179e+01
5.980000000000000000e+02 2.248590173941225203e+03 2.974096263190935474e+01 1.920652300662246503e+01
5.990000000000000000e+02 2.239613562223394183e+03 2.963488274821897406e+01 1.950184349732806410e+01
6.000000000000000000e+02 2.230616344405205382e+03 2.949678684319228950e+01 1.979846357971799264e+01
6.010000000000000000e+02 2.221603108109943605e+03 2.932669223878734499e+01 2.009626864772682708e+01
6.020000000000000000e+02 2.212578498005993879e+03 2.912461960903551628e+01 2.039514255341848425e+01
6.030000000000000000e+02 2.203547216033099176e+03 2.889059299821982663e+01 2.069496760063157126e+01
6.040000000000000000e+02 2.194514021628616320e+03 2.862463983905330167e+01 2.099562453862473177e+01
6.050000000000000000e+02 2.185483731953775077e+03 2.832679097085733844e+01 2.129699255572204564e+01
6.060000000000000000e+02 2.176461222119931335e+03 2.799708065774003884e+01 2.159894927295835032e+01
6.070000000000000000e+02 2.167451425414825735e+03 2.763554660677455388e+01 2.190137073772461207e+01
6.080000000000000000e+02 2.158459333528841398e+03 2.724222998617746683e+01 2.220413141741329710e+01
6.090000000000000000e+02 2.149489996781258014e+03 2.681717544348711257e+01 2.250710419306372501e+01
6.100000000000000000e+02 2.140548524346511840e+03 2.636043112374192177e+01 2.281016035300741152e+01
6.110000000000000000e+02 2.131640084480449786e+03 2.587204868765881116e+01 2.311316958651345388e+01
6.120000000000000000e+02 2.122769904746586690e+03 2.535208332981151713e+01 2.341599997743388784e+01
6.130000000000000000e+02 2.113943272242363491e+03 2.480059379680891851e+01 2.371851799784901971e+01
6.140000000000000000e+02 2.105165533825401781e+03 2.421764240547341984e+01 2.402058850171281890e+01
6.150000000000000000e+02 2.096442096339762429e+03 2.360329506101928487e+01 2.432207471849826064e+01
6.160000000000000000e+02 2.087778426842201952e+03 2.295762127523102336e+01 2.462283824684270428e+01
6.170000000000000000e+02 2.079180052828427051e+03 2.228069418464168550e+01 2.492273904819320407e+01
6.180000000000000000e+02 2.070652562459355067e+03 2.157259056871124514e+01 2.522163544045194072e+01
6.190000000000000000e+02 2.062201604787368524e+03 2.083339086800495821e+01 2.551938409162153221e+01
6.200000000000000000e+02 2.053832889982571032e+03 2.006317920237167840e+01 2.581584001345038359e+01
6.210000000000000000e+02 2.045552189559045473e+03 1.926204338912225822e+01 2.611085655507811154e+01
6.220000000000000000e+02 2.037364743394936795e+03 1.843012763026629841e+01 2.640429649671697021e+01
6.230000000000000000e+02 2.029273465080857022e+03 1.756779189269689923e+01 2.669606562893724444e+01
6.240000000000000000e+02 2.021280694978193878e+03 1.667545629748771674e+01 2.698607994743098359e+01
6.250000000000000000e+02 2.013388789662188401e+03 1.575354882321523498e+01 2.727425462126959488e+01
6.260000000000000000e+02 2.005600121964498612e+03 1.480250534044733079e+01 2.756050398998659290e+01
6.270000000000000000e+02 1.997917081015755230e+03 1.382276964623177484e+01 2.784474156066036699e+01
6.280000000000000000e+02 1.990342072288116015e+03 1.281479349858475736e+01 2.812688000499683127e+01
6.290000000000000000e+02 1.982877517637825122e+03 1.177903665097937846e+01 2.840683115641224887e+01
6.300000000000000000e+02 1.975525855347769948e+03 1.071596688683419885e+01 2.868450600711591747e+01
6.310000000000000000e+02 1.968289540170037981e+03 9.626060054001731814e+00 2.895981470519294732e+01
6.320000000000000000e+02 1.961171043368473420e+03 8.509800099256967343e+00 2.923266655168695038e+01
6.330000000000000000e+02 1.954172852761232889e+03 7.367679102785894329e+00 2.950296999768280770e+01
6.340000000000000000e+02 1.947297472763347514e+03 6.200197312674005090e+00 2.977063264138940823e+01
6.350000000000000000e+02 1.940547424429273178e+03 5.007863179394815845e+00 3.003556122522237715e+01
6.360000000000000000e+02 1.933925245495452145e+03 3.791193390298392529e+00 3.029766163288681469e+01
6.370000000000000000e+02 1.927433490422868317e+03 2.550712904099856182e+00 3.055683888646001733e+01
6.380000000000000000e+02 1.921074730439604764e+03 1.286954985367898763e+00 3.081299714347424512e+01
6.390000000000000000e+02 1.914851553583401483e+03 4.612390133113772350e-04 3.106603969399946763e+01
6.400000000000000000e+02 1.908766564744209745e+03 -1.308218355222515061e+00 3.131586895772601764e+01
6.410000000000000000e+02 1.902822385706753266e+03 -2.638525408279053242e+00 3.156238648104744016e+01
6.420000000000000000e+02 1.897021655193080733e+03 -3.989893087288162388e+00 3.180549293414316026e+01
6.430000000000000000e+02 1.891367028905126517e+03 -5.361746081085511761e+00 3.204508810806122909e+01
6.440000000000000000e+02 1.885861179567265481e+03 -6.753500565722116988e+00 3.228107091180109478e+01
6.450000000000000000e+02 1.880506796968870276e+03 -8.164564169975799146e+00 3.251333936939628444e+01
6.460000000000000000e+02 1.875306588006870470e+03 -9.594335940862677603e+00 3.274179061699718574e+01
6.470000000000000000e+02 1.870263276728305982e+03 -1.104220630914864110e+01 3.296632089995377868e+01
6.480000000000000000e+02 1.865379604372887115e+03 -1.250755705486085390e+01 3.318682556989833898e+01
6.490000000000000000e+02 1.860658329415550043e+03 -1.398976127279920689e+01 3.340319908182821962e+01
6.500000000000000000e+02 1.856102227609014562e+03 -1.548818333804784153e+01 3.361533499118857549e+01
6.510000000000000000e+02 1.851714092026339813e+03 -1.700217887148658846e+01 3.382312595095505969e+01
6.520000000000000000e+02 1.847496733103484758e+03 -1.853109470530249325e+01 3.402646370871662640e+01
6.530000000000000000e+02 1.843452978681860031e+03 -2.007426884850127280e+01 3.422523910375821998e+01
6.540000000000000000e+02 1.839585674050888656e+03 -2.163103045241880551e+01 3.441934206414353525e+01
6.550000000000000000e+02 1.835897681990563342e+03 -2.320069977623263213e+01 3.460866160379774215e+01
6.560000000000000000e+02 1.832391882813999928e+03 -2.478258815247339797e+01 3.479308581959023883e+01
6.570000000000000000e+02 1.829071174409998548e+03 -2.637599795253637680e+01 3.497250188841734797e+01
6.580000000000000000e+02 1.825938472285597754e+03 -2.798022255219294507e+01 3.514679606428511960e+01
6.590000000000000000e+02 1.822996709608634092e+03 -2.959454629710206675e+01 3.531585367539202025e+01
6.600000000000000000e+02 1.820248837250295765e+03 -3.121824446832173905e+01 3.547955912121165767e+01
6.610000000000000000e+02 1.817697249695864457e+03 -3.285060897877321651e+01 3.563781227034258592e+01
6.620000000000000000e+02 1.815342048794525226e+03 -3.449102615444743947e+01 3.579057805688472627e+01
6.630000000000000000e+02 1.813182741806269405e+03 -3.613890060019854644e+01 3.593783797198269525e+01
6.640000000000000000e+02 1.811218811952373244e+03 -3.779362959671550470e+01 3.607957376366248070e+01
6.650000000000000000e+02 1.809449718300507129e+03 -3.945460307308978543e+01 3.621576743841176693e+01
6.660000000000000000e+02 1.807874895649847076e+03 -4.112120357938323423e+01 3.634640126276044469e+01
6.670000000000000000e+02 1.806493754416185311e+03 -4.279280625919584224e+01 3.647145776486092927e+01
6.680000000000000000e+02 1.805305680517038354e+03 -4.446877882223358114e+01 3.659091973606857096e+01
6.690000000000000000e+02 1.804310035256760784e+03 -4.614848151687610311e+01 3.670477023252200865e+01
6.700000000000000000e+02 1.803506155211654004e+03 -4.783126710274464699e+01 3.681299257672366565e+01
6.710000000000000000e+02 1.802893352115074549e+03 -4.951648082326973821e+01 3.691557035911998952e+01
6.720000000000000000e+02 1.802470912742548990e+03 -5.120346037825907359e+01 3.701248743968195498e+01
6.730000000000000000e+02 1.802238098796880195e+03 -5.289153589646517872e+01 3.710372794948539621e+01
6.740000000000000000e+02 1.802194146793258824e+03 -5.458002990815335664e+01 3.718927629229145992e+01
6.750000000000000000e+02 1.802338267944376639e+03 -5.626825731766942340e+01 3.726911714612691640e+01
6.760000000000000000e+02 1.802669648045532085e+03 -5.795552537600742227e+01 3.734323546486460543e+01
6.770000000000000000e+02 1.803187447359743146e+03 -5.964113365337752981e+01 3.741161647980381133e+01
6.780000000000000000e+02 1.803890800502858838e+03 -6.132437401177379854e+01 3.747424570125063070e+01
6.790000000000000000e+02 1.804778816328667745e+03 -6.300453057754197772e+01 3.753110892009840427e+01
6.800000000000000000e+02 1.805850577814008375e+03 -6.468087971394726310e+01 3.758219220940809180e+01
6.810000000000000000e+02 1.807105141943880881e+03 -6.635268999374208931e+01 3.762748192598862573e+01
6.820000000000000000e+02 1.808541539596555822e+03 -6.801922217173400043e+01 3.766696471197735718e+01
6.830000000000000000e+02 1.810158775428686340e+03 -6.967972915735337835e+01 3.770062749642040245e+01
6.840000000000000000e+02 1.811955827760417378e+03 -7.133345598722124237e+01 3.772845749685308192e+01
6.850000000000000000e+02 1.813931648460496262e+03 -7.297963979771705567e+01 3.775044222088025236e+01
6.860000000000000000e+02 1.816085162831382831e+03 -7.461750979754650359e+01 3.776656946775672452e+01
6.870000000000000000e+02 1.818415269494358881e+03 -7.624628724030930016e+01 3.777682732996768067e+01
6.880000000000000000e+02 1.820920840274643069e+03 -7.786518539706699471e+01 3.778120419480900694e+01
6.890000000000000000e+02 1.823600720086494448e+03 -7.947340952891077848e+01 3.777968874596772508e+01
6.900000000000000000e+02 1.826453726818328050e+03 -8.107015685952913486e+01 3.777226996510238166e+01
6.910000000000000000e+02 1.829478651217823653e+03 -8.265461654777591605e+01 3.775893713342343716e+01
6.920000000000000000e+02 1.832674256777035680e+03 -8.422596966023787957e+01 3.773967983327361964e+01
6.930000000000000000e+02 1.836039279617504008e+03 -8.578338914380256597e+01 3.771448794970834228e+01
6.940000000000000000e+02 1.839572428375363415e+03 -8.732603979822609119e+01 3.768335167207612102e+01
6.950000000000000000e+02 1.843272384086456668e+03 -8.885307824870102422e+01 3.764626149559893520e+01
6.960000000000000000e+02 1.847137800071441234e+03 -9.036365291842402314e+01 3.760320822295260257e+01
6.970000000000000000e+02 1.851167301820903049e+03 -9.185690400116375542e+01 3.755418296584719684e+01
6.980000000000000000e+02 1.855359486880463919e+03 -9.333196343382861926e+01 3.749917714660743684e+01
6.990000000000000000e+02 1.859712924735894831e+03 -9.478795486903462120e+01 3.743818249975304724e+01
7.000000000000000000e+02 1.864225939487265805e+03 -9.622407923462363044e+01 3.737120258329666456e+01
7.010000000000000000e+02 1.868895953136365961e+03 -9.763987342335629194e+01 3.729828757255582872e+01
7.020000000000000000e+02 1.873720128392344122e+03 -9.903495693752452667e+01 3.721950019423637457e+01
7.030000000000000000e+02 1.878695584476103932e+03 -1.004089467835206335e+02 3.713490428673897270e+01
7.040000000000000000e+02 1.883819396952298803e+03 -1.017614574653353543e+02 3.704456480455432654e+01
7.050000000000000000e+02 1.889088597561323695e+03 -1.030921009780558109e+02 3.694854782265822024e+01
7.060000000000000000e+02 1.894500174051306658e+03 -1.044004868013634280e+02 3.684692054090656654e+01
7.070000000000000000e+02 1.900051070010099693e+03 -1.056862218930319131e+02 3.673975128843047600e+01
7.080000000000000000e+02 1.905738184697270299e+03 -1.069489106824252218e+02 3.662710952803139719e+01
7.090000000000000000e+02 1.911558372876094609e+03 -1.081881550639955378e+02 3.650906586057612202e+01
7.100000000000000000e+02 1.917508444645547343e+03 -1.094035543907811956e+02 3.638569202939189040e+01
7.110000000000000000e+02 1.923585165272296535e+03 -1.105947054679047312e+02 3.625706092466148078e+01
7.120000000000000000e+02 1.929785255022690990e+03 -1.117612025460706917e+02 3.612324658781822961e+01
7.130000000000000000e+02 1.936105388994756140e+03 -1.129026373150637710e+02 3.598432421594118580e+01
7.140000000000000000e+02 1.942542196950184007e+03 -1.140185988972467044e+02 3.584037016615016569e+01
7.150000000000000000e+02 1.949092263146322011e+03 -1.151086738410580779e+02 3.569146196000071569e+01
7.160000000000000000e+02 1.955752126168172254e+03 -1.161724461145106488e+02 3.553767828787938754e+01
7.170000000000000000e+02 1.962518278760374415e+03 -1.172094970986888569e+02 3.537909901339862273e+01
7.180000000000000000e+02 1.969387167659205033e+03 -1.182194055812472442e+02 3.521580517779200648e+01
7.190000000000000000e+02 1.976355193424563367e+03 -1.192017477499080655e+02 3.504787900430915215e+01
7.200000000000000000e+02 1.983418710271966575e+03 -1.201560971859594105e+02 3.487540390261093393e+01
7.210000000000000000e+02 1.990574025904541486e+03 -1.210820248577531686e+02 3.469846447316451332e+01
7.220000000000000000e+02 1.997817401345013877e+03 -1.219790991142029242e+02 3.451714651163834446e+01
7.230000000000000000e+02 2.005145050767702969e+03 -1.228468856782819785e+02 3.433153701329735696e+01
7.240000000000000000e+02 2.012553141330510925e+03 -1.236849476405213011e+02 3.414172417739797538e+01
7.250000000000000000e+02 2.020037793006916900e+03 -1.244928454525074528e+02 3.394779741158321684e+01
7.260000000000000000e+02 2.027595078417965624e+03 -1.252701369203806507e+02 3.374984733627771760e+01
7.270000000000000000e+02 2.035221022664263955e+03 -1.260163771983325773e+02 3.354796578908287330e+01
7.280000000000000000e+02 2.042911603157966283e+03 -1.267311187821045166e+02 3.334224582917187973e+01
7.290000000000000000e+02 2.050662749454771983e+03 -1.274139115024851350e+02 3.313278174168480916e+01
7.300000000000000000e+02 2.058470343085913555e+03 -1.280643025188086028e+02 3.291966904212370082e+01
7.310000000000000000e+02 2.066330217390150210e+03 -1.286818363124524751e+02 3.270300448074761590e+01
7.320000000000000000e+02 2.074238157345759191e+03 -1.292660546803356283e+02 3.248288604696772808e+01
7.330000000000000000e+02 2.082189899402527772e+03 -1.298164967284164106e+02 3.225941297374240690e+01
7.340000000000000000e+02 2.090181131313743208e+03 -1.303326988651902525e+02 3.203268574197225149e+01
7.350000000000000000e+02 2.098207491968187242e+03 -1.308141947951880297e+02 3.180280608489524141e+01
7.360000000000000000e+02 2.106264571222125142e+03 -1.312605155124737166e+02 3.156987699248172774e+01
7.370000000000000000e+02 2.114347909731300206e+03 -1.316711892941425504e+02 3.133400271582956620e+01
7.380000000000000000e+02 2.122452998782922805e+03 -1.320457416938187976e+02 3.109528877155915438e+01
7.390000000000000000e+02 2.130575513565637266e+03 -1.323837873480520386e+02 3.085384123241679077e+01
7.400000000000000000e+02 2.138712018369571069e+03 -1.326853073963390273e+02 3.060976457484017033e+01
7.410000000000000000e+02 2.146859274972198818e+03 -1.329503775236962895e+02 3.036316379761343853e+01
7.420000000000000000e+02 2.155014010344553753e+03 -1.331790766573569442e+02 3.011414513604163190e+01
7.430000000000000000e+02 2.163172916534449996e+03 -1.333714869804159093e+02 2.986281606618920037e+01
7.440000000000000000e+02 2.171332650549694335e+03 -1.335276939454742262e+02 2.960928530911835921e+01
7.450000000000000000e+02 2.179489834241303470e+03 -1.336477862882846068e+02 2.935366283512761498e+01
7.460000000000000000e+02 2.187641054186722158e+03 -1.337318560413959290e+02 2.909605986799017074e+01
7.470000000000000000e+02 2.195782861573033642e+03 -1.337799985477980158e+02 2.883658888919235253e+01
7.480000000000000000e+02 2.203911772080182800e+03 -1.337923124745669270e+02 2.857536364217211755e+01
7.490000000000000000e+02 2.212024265764187930e+03 -1.337688998265095961e+02 2.831249913655742034e+01
7.500000000000000000e+02 2.220116786940358452e+03 -1.337098659598086385e+02 2.804811165240473514e+01
7.510000000000000000e+02 2.228185744066508505e+03 -1.336153195956674722e+02 2.778231874443743266e+01
7.520000000000000000e+02 2.236227509626176925e+03 -1.334853728339550116e+02 2.751523924628427054e+01
7.530000000000000000e+02 2.244238420011841754e+03 -1.333201411668507603e+02 2.724699327471782695e+01
7.540000000000000000e+02 2.252214775408134301e+03 -1.331197434924894196e+02 2.697770223389293420e+01
7.550000000000000000e+02 2.260152839675058658e+03 -1.328843021286060377e+02 2.670748881958513365e+01
7.560000000000000000e+02 2.268048840231205304e+03 -1.326139428261807609e+02 2.643647702342911643e+01
7.570000000000000000e+02 2.275898967936967892e+03 -1.323087947830837550e+02 2.616479213715717478e+01
7.580000000000000000e+02 2.283699376977760494e+03 -1.319689906577201270e+02 2.589256075683766056e+01
7.590000000000000000e+02 2.291446184747230291e+03 -1.315946665826746766e+02 2.561991078711335845e+01
7.600000000000000000e+02 2.299135471730479367e+03 -1.311859621783570446e+02 2.534697144544004388e+01
7.610000000000000000e+02 2.306763281387276038e+03 -1.307430205666463223e+02 2.507387326632484559e+01
7.620000000000000000e+02 2.314325620035271186e+03 -1.302659883845361435e+02 2.480074810556470055e+01
7.630000000000000000e+02 2.321818456733217772e+03 -1.297550157977794356e+02 2.452772914448483732e+01
7.640000000000000000e+02 2.329237723164183535e+03 -1.292102565145333983e+02 2.425495089417718120e+01
7.650000000000000000e+02 2.336579313518769595e+03 -1.286318677990043398e+02 2.398254919973881982e+01
7.660000000000000000e+02 2.343839084378322696e+03 -1.280200104850926266e+02 2.371066124451044388e+01
7.670000000000000000e+02 2.351012854598156991e+03 -1.273748489900374778e+02 2.343942555431477004e+01
7.680000000000000000e+02 2.358096405190766291e+03 -1.266965513280620002e+02 2.316898200169504207e+01
7.690000000000000000e+02 2.365085479209040386e+03 -1.259852891240178820e+02 2.289947181015342181e+01
7.700000000000000000e+02 2.371975781629482299e+03 -1.252412376270305003e+02 2.263103755838945119e+01
7.710000000000000000e+02 2.378762979235421881e+03 -1.244645757241435007e+02 2.236382318453848939e+01
7.720000000000000000e+02 2.385442700500237606e+03 -1.236554859539640745e+02 2.209797399041018551e+01
7.730000000000000000e+02 2.392010535470565628e+03 -1.228141545203076532e+02 2.183363664572690510e+01
7.740000000000000000e+02 2.398462035649520658e+03 -1.219407713058426026e+02 2.157095919236215664e+01
7.750000000000000000e+02 2.404792713879910934e+03 -1.210355298857355137e+02 2.131009104857907133e+01
7.760000000000000000e+02 2.410998044227452738e+03 -1.200986275412957980e+02 2.105118301326882246e+01
7.770000000000000000e+02 2.417073461863989451e+03 -1.191302652736206227e+02 2.079438727018909105e+01
7.780000000000000000e+02 2.423014863836403492e+03 -1.181306911633407992e+02 2.053984474583827335e+01
7.790000000000000000e+02 2.428820121907925113e+03 -1.171003313140047197e+02 2.028764691452184010e+01
7.800000000000000000e+02 2.434487597855609238e+03 -1.160396613912966757e+02 2.003787328541755741e+01
7.810000000000000000e+02 2.440015645137320917e+03 -1.149491635215934053e+02 1.979060398577946955e+01
7.820000000000000000e+02 2.445402608874126599e+03 -1.138293263141914338e+02 1.954591976267243325e+01
7.830000000000000000e+02 2.450646825832681770e+03 -1.126806448835345691e+02 1.930390198470651342e+01
7.840000000000000000e+02 2.455746624407624950e+03 -1.115036208714411572e+02 1.906463264377151035e+01
7.850000000000000000e+02 2.460700324603970785e+03 -1.102987624693317201e+02 1.882819435677141229e+01
7.860000000000000000e+02 2.465506238019495868e+03 -1.090665844404559408e+02 1.859467036735884449e+01
7.870000000000000000e+02 2.470162667827133646e+03 -1.078076081421205004e+02 1.836414454766957149e+01
7.880000000000000000e+02 2.474667908757366149e+03 -1.065223615479162618e+02 1.813670140005696041e+01
7.890000000000000000e+02 2.479020247080613899e+03 -1.052113792699456667e+02 1.791242605882643346e+01
7.900000000000000000e+02 2.483217960589627637e+03 -1.038752025810501749e+02 1.769140429196996323e+01
7.910000000000000000e+02 2.487259318581876869e+03 -1.025143794370375616e+02 1.747372250290051809e+01
7.920000000000000000e+02 2.491142581841947958e+03 -1.011294644989095559e+02 1.725946773218656105e+01
7.930000000000000000e+02 2.494866002623927216e+03 -9.972101915508893910e+01 1.704872765928649869e+01
7.940000000000000000e+02 2.498427824633797627e+03 -9.828961154364712627e+01 1.684159060428315513e+01
7.950000000000000000e+02 2.501826283011827854e+03 -9.683581657453152047e+01 1.663814552961824589e+01
7.960000000000000000e+02 2.505059604314964417e+03 -9.536021595179293797e+01 1.643848204182686246e+01
7.970000000000000000e+02 2.508126006499222967e+03 -9.386339819581296240e+01 1.624269039327191066e+01
7.980000000000000000e+02 2.511023698902077740e+03 -9.234595866553127053e+01 1.605086148387860945e+01
7.990000000000000000e+02 2.513750882224855104e+03 -9.080849958067324224e+01 1.586308686286894876e+01
8.000000000000000000e+02 2.516305748515124833e+03 -8.925163004397718680e+01 1.567945873049617234e+01
8.010000000000000000e+02 2.518686481149088195e+03 -8.767596606342172549e+01 1.550006993977922143e+01
8.020000000000000000e+02 2.520891254813971955e+03 -8.608213057445330207e+01 1.532501399823723709e+01
8.030000000000000000e+02 2.522918235490421466e+03 -8.447075346221349434e+01 1.515438506962401810e+01
8.040000000000000000e+02 2.524765580434886033e+03 -8.284247158376642517e+01 1.498827797566247355e+01
8.050000000000000000e+02 2.526431438162015638e+03 -8.119792879032624455e+01 1.482678819777913048e+01
8.060000000000000000e+02 2.527913948427050855e+03 -7.953777594948442697e+01 1.467001187883857583e+01
8.070000000000000000e+02 2.529211242208211388e+03 -7.786267096743712557e+01 1.451804582487793560e+01
8.080000000000000000e+02 2.530321441689090534e+03 -7.617327881121273947e+01 1.437098750684134352e+01
8.090000000000000000e+02 2.531242660241045996e+03 -7.447027153089915430e+01 1.422893506231440774e+01
8.100000000000000000e+02 2.531973002405588431e+03 -7.275432828187119583e+01 1.409198729725870436e+01
8.110000000000000000e+02 2.532510563876775905e+03 -7.102613534701806941e+01 1.396024368774621749e+01
8.120000000000000000e+02 2.532853431483604709e+03 -6.928638615897067154e+01 1.383380438169382565e+01
8.130000000000000000e+02 2.532999683172396999e+03 -6.753578132232905773e+01 1.371277020059776852e+01
8.140000000000000000e+02 2.532947387989198432e+03 -6.577502863588982507e+01 1.359724264126812798e+01
8.150000000000000000e+02 2.532694606062162620e+03 -6.400484311487345224e+01 1.348732387756327000e+01
8.160000000000000000e+02 2.532239388583947402e+03 -6.222594701315177446e+01 1.338311676212436652e+01
8.170000000000000000e+02 2.531580238684287906e+03 -6.043904188585359805e+01 1.328470801074398899e+01
8.180000000000000000e+02 2.530717503108940946e+03 -5.864472418517006247e+01 1.319211742265453502e+01
8.190000000000000000e+02 2.529652005364266643e+03 -5.684356820096356699e+01 1.310534775664110718e+01
8.200000000000000000e+02 2.528384587144556917e+03 -5.503615390095831827e+01 1.302440146493590767e+01
8.210000000000000000e+02 2.526916108397179869e+03 -5.322306694794732351e+01 1.294928069193300502e+01
8.220000000000000000e+02 2.525247447387731427e+03 -5.140489871699947599e+01 1.287998727290312395e+01
8.230000000000000000e+02 2.523379500765181092e+03 -4.958224631266649851e+01 1.281652273270840681e+01
8.240000000000000000e+02 2.521313183627020862e+03 -4.775571258618996495e+01 1.275888828451716961e+01
8.250000000000000000e+02 2.519049429584411882e+03 -4.592590615270827215e+01 1.270708482851868659e+01
8.260000000000000000e+02 2.516589190827334733e+03 -4.409344140846378224e+01 1.266111295063796760e+01
8.270000000000000000e+02 2.513933438189735625e+03 -4.225893854800966665e+01 1.262097292125050707e+01
8.280000000000000000e+02 2.511083161214674419e+03 -4.042302358141703422e+01 1.258666469389706855e+01
8.290000000000000000e+02 2.508039368219474454e+03 -3.858632835148190310e+01 1.255818790399846030e+01
8.300000000000000000e+02 2.504803086360866473e+03 -3.674949055093216543e+01 1.253554186757027722e+01
8.310000000000000000e+02 2.501375361700143003e+03 -3.491315373963469426e+01 1.251872557993771728e+01
8.320000000000000000e+02 2.497757259268298640e+03 -3.307796736180226560e+01 1.250773771445030036e+01
8.330000000000000000e+02 2.493949863131185339e+03 -3.124458676320062978e+01 1.250257662119668467e+01
8.340000000000000000e+02 2.489954276454654064e+03 -2.941367320835546906e+01 1.250324032571939625e+01
8.350000000000000000e+02 2.485771621569709168e+03 -2.758589389775945833e+01 1.250972652772963478e+01
8.360000000000000000e+02 2.481403040037649589e+03 -2.576192198507923692e+01 1.252203259982202255e+01
8.370000000000000000e+02 2.476849692715222318e+03 -2.394243659436243021e+01 1.254015558618936943e+01
8.380000000000000000e+02 2.472112759819766779e+03 -2.212812283724466766e+01 1.256409220133746807e+01
8.390000000000000000e+02 2.467193440994366028e+03 -2.031967183015659728e+01 1.259383882879984462e+01
8.400000000000000000e+02 2.462092955372991582e+03 -1.851778071153087168e+01 1.262939151985253439e+01
8.410000000000000000e+02 2.456812541645653255e+03 -1.672315265900918746e+01 1.267074599222884679e+01
8.420000000000000000e+02 2.451353458123546716e+03 -1.493649690664928187e+01 1.271789762883414099e+01
8.430000000000000000e+02 2.445716982804201507e+03 -1.315852876213192069e+01 1.277084147646060508e+01
8.440000000000000000e+02 2.439904413436628602e+03 -1.138996962396794821e+01 1.282957224450200151e+01
8.450000000000000000e+02 2.433917067586468875e+03 -9.631546998705282192e+00 1.289408430366846581e+01
8.460000000000000000e+02 2.427756282701141572e+03 -7.883994518135915008e+00 1.296437168470125911e+01
8.470000000000000000e+02 2.421423416174991416e+03 -6.148051956502936122e+00 1.304042807708753315e+01
8.480000000000000000e+02 2.414919845414435713e+03 -4.424465247707519033e+00 1.312224682777512541e+01
8.490000000000000000e+02 2.408246967903114182e+03 -2.713986502515973953e+00 1.320982093988730632e+01
8.500000000000000000e+02 2.401406201267037432e+03 -1.017374025766715651e+00 1.330314307143754782e+01
8.510000000000000000e+02 2.394398983339731785e+03 6.646076664227015263e-01 1.340220553404432380e+01
8.520000000000000000e+02 2.387226772227390484e+03 2.331187829448579496e+00 1.350700029164583782e+01
8.530000000000000000e+02 2.379891046374019879e+03 3.981589473014067071e+00 1.361751895921482891e+01
8.540000000000000000e+02 2.372393304626587906e+03 5.615029343922166127e+00 1.373375280147332056e+01
8.550000000000000000e+02 2.364735066300171638e+03 7.230717908868681931e+00 1.385569273160739989e+01
8.560000000000000000e+02 2.356918038965106462e+03 8.827938262541632497e+00 1.398331855344687291e+01
8.570000000000000000e+02 2.348944624813122118e+03 1.040628436157273029e+01 1.411656648951795745e+01
8.580000000000000000e+02 2.340817423055069867e+03 1.196542681888987225e+01 1.425536109672231433e+01
